11071,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-01-29 16:14:00,11
2019-01-29 16:15:00,2
2019-01-29 16:16:00,4
2019-01-29 16:17:00,25
2019-01-29 16:19:00,7
2019-01-29 16:20:00,5
2019-01-29 16:21:00,6
2019-01-29 16:22:00,10
2019-01-29 16:23:00,6
2019-01-29 16:24:00,11
2019-01-29 16:25:00,2
2019-01-29 16:26:00,4
2019-01-29 16:27:00,25
2019-01-29 16:29:00,7
2019-01-29 16:30:00,5
2019-01-29 16:31:00,6
2019-01-29 16:32:00,10
2019-01-29 16:33:00,6
2019-01-29 16:34:00,11
2019-01-29 16:35:00,2
2019-01-29 16:36:00,4
2019-01-29 16:37:00,25
2019-01-29 16:39:00,7
2019-01-29 16:40:00,5
2019-01-29 16:41:00,6
2019-01-29 16:42:00,10
2019-01-29 16:43:00,6
2019-01-29 16:44:00,11
2019-01-29 16:45:00,2
2019-01-29 16:46:00,4
2019-01-29 16:47:00,25
2019-01-29 16:49:00,7
2019-01-29 16:50:00,5
2019-01-29 16:51:00,6
2019-01-29 16:52:00,10
2019-01-29 16:53:00,6
2019-01-29 16:54:00,12
2019-01-29 16:55:00,2
2019-01-29 16:56:00,4
2019-01-29 16:57:00,25
2019-01-29 16:59:00,7
2019-01-29 17:00:00,5
2019-01-29 17:01:00,6
2019-01-29 17:02:00,10
2019-01-29 17:03:00,6
2019-01-29 17:04:00,11
2019-01-29 17:05:00,2
2019-01-29 17:06:00,4
2019-01-29 17:07:00,25
2019-01-29 17:09:00,7
2019-01-29 17:10:00,5
2019-01-29 17:11:00,6
2019-01-29 17:12:00,10
2019-01-29 17:13:00,6
2019-01-29 17:14:00,12
2019-01-29 17:15:00,2
2019-01-29 17:16:00,4
2019-01-29 17:17:00,25
2019-01-29 17:19:00,7
2019-01-29 17:20:00,5
2019-01-29 17:21:00,6
2019-01-29 17:22:00,11
2019-01-29 17:23:00,6
2019-01-29 17:24:00,11
2019-01-29 17:25:00,2
2019-01-29 17:26:00,4
2019-01-29 17:27:00,25
2019-01-29 17:29:00,7
2019-01-29 17:30:00,5
2019-01-29 17:31:00,6
2019-01-29 17:32:00,10
2019-01-29 17:33:00,6
2019-01-29 17:34:00,11
2019-01-29 17:35:00,2
2019-01-29 17:36:00,4
2019-01-29 17:37:00,25
2019-01-29 17:39:00,7
2019-01-29 17:40:00,5
2019-01-29 17:41:00,6
2019-01-29 17:42:00,10
2019-01-29 17:43:00,6
2019-01-29 17:44:00,11
2019-01-29 17:45:00,3
2019-01-29 17:46:00,4
2019-01-29 17:47:00,25
2019-01-29 17:49:00,7
2019-01-29 17:50:00,5
2019-01-29 17:51:00,6
2019-01-29 17:52:00,10
2019-01-29 17:53:00,6
2019-01-29 17:54:00,11
2019-01-29 17:55:00,3
2019-01-29 17:56:00,4
2019-01-29 17:57:00,25
2019-01-29 17:59:00,7
2019-01-29 18:00:00,5
2019-01-29 18:01:00,6
2019-01-29 18:02:00,10
2019-01-29 18:03:00,7
2019-01-29 18:04:00,11
2019-01-29 18:05:00,2
2019-01-29 18:06:00,4
2019-01-29 18:07:00,27
2019-01-29 18:09:00,7
2019-01-29 18:10:00,5
2019-01-29 18:11:00,6
2019-01-29 18:12:00,10
2019-01-29 18:13:00,6
2019-01-29 18:14:00,11
2019-01-29 18:15:00,2
2019-01-29 18:16:00,4
2019-01-29 18:17:00,25
2019-01-29 18:19:00,7
2019-01-29 18:20:00,5
2019-01-29 18:21:00,6
2019-01-29 18:22:00,10
2019-01-29 18:23:00,6
2019-01-29 18:24:00,11
2019-01-29 18:25:00,2
2019-01-29 18:26:00,4
2019-01-29 18:27:00,25
2019-01-29 18:29:00,7
2019-01-29 18:30:00,5
2019-01-29 18:31:00,6
2019-01-29 18:32:00,10
2019-01-29 18:33:00,6
2019-01-29 18:34:00,11
2019-01-29 18:35:00,2
2019-01-29 18:36:00,3
2019-01-29 18:37:00,26
2019-01-29 18:39:00,7
2019-01-29 18:40:00,5
2019-01-29 18:41:00,6
2019-01-29 18:42:00,10
2019-01-29 18:43:00,6
2019-01-29 18:44:00,13
2019-01-29 18:45:00,3
2019-01-29 18:46:00,3
2019-01-29 18:47:00,26
2019-01-29 18:49:00,8
2019-01-29 18:50:00,5
2019-01-29 18:51:00,6
2019-01-29 18:52:00,10
2019-01-29 18:53:00,6
2019-01-29 18:54:00,11
2019-01-29 18:55:00,2
2019-01-29 18:56:00,3
2019-01-29 18:57:00,26
2019-01-29 18:59:00,7
2019-01-29 19:00:00,5
2019-01-29 19:01:00,6
2019-01-29 19:02:00,10
2019-01-29 19:03:00,6
2019-01-29 19:04:00,11
2019-01-29 19:05:00,2
2019-01-29 19:06:00,3
2019-01-29 19:07:00,26
2019-01-29 19:08:00,1
2019-01-29 19:09:00,7
2019-01-29 19:10:00,5
2019-01-29 19:11:00,6
2019-01-29 19:12:00,10
2019-01-29 19:13:00,6
2019-01-29 19:14:00,11
2019-01-29 19:15:00,2
2019-01-29 19:16:00,3
2019-01-29 19:17:00,26
2019-01-29 19:19:00,7
2019-01-29 19:20:00,5
2019-01-29 19:21:00,6
2019-01-29 19:22:00,10
2019-01-29 19:23:00,6
2019-01-29 19:24:00,11
2019-01-29 19:25:00,2
2019-01-29 19:26:00,3
2019-01-29 19:27:00,26
2019-01-29 19:29:00,7
2019-01-29 19:30:00,5
2019-01-29 19:31:00,6
2019-01-29 19:32:00,10
2019-01-29 19:33:00,6
2019-01-29 19:34:00,11
2019-01-29 19:35:00,2
2019-01-29 19:36:00,3
2019-01-29 19:37:00,26
2019-01-29 19:39:00,7
2019-01-29 19:40:00,5
2019-01-29 19:41:00,6
2019-01-29 19:42:00,10
2019-01-29 19:43:00,6
2019-01-29 19:44:00,11
2019-01-29 19:45:00,2
2019-01-29 19:46:00,3
2019-01-29 19:47:00,26
2019-01-29 19:49:00,7
2019-01-29 19:50:00,5
2019-01-29 19:51:00,6
2019-01-29 19:52:00,10
2019-01-29 19:53:00,6
2019-01-29 19:54:00,11
2019-01-29 19:55:00,2
2019-01-29 19:56:00,3
2019-01-29 19:57:00,26
2019-01-29 19:59:00,7
2019-01-29 20:00:00,5
2019-01-29 20:01:00,6
2019-01-29 20:02:00,10
2019-01-29 20:03:00,6
2019-01-29 20:04:00,11
2019-01-29 20:05:00,2
2019-01-29 20:06:00,3
2019-01-29 20:07:00,26
2019-01-29 20:09:00,8
2019-01-29 20:10:00,5
2019-01-29 20:11:00,6
2019-01-29 20:12:00,10
2019-01-29 20:13:00,6
2019-01-29 20:14:00,11
2019-01-29 20:15:00,2
2019-01-29 20:16:00,3
2019-01-29 20:17:00,26
2019-01-29 20:19:00,7
2019-01-29 20:20:00,5
2019-01-29 20:21:00,6
2019-01-29 20:22:00,10
2019-01-29 20:23:00,6
2019-01-29 20:24:00,13
2019-01-29 20:25:00,2
2019-01-29 20:26:00,3
2019-01-29 20:27:00,26
2019-01-29 20:29:00,7
2019-01-29 20:30:00,5
2019-01-29 20:31:00,6
2019-01-29 20:32:00,10
2019-01-29 20:33:00,6
2019-01-29 20:34:00,11
2019-01-29 20:35:00,2
2019-01-29 20:36:00,3
2019-01-29 20:37:00,26
2019-01-29 20:39:00,7
2019-01-29 20:40:00,5
2019-01-29 20:41:00,6
2019-01-29 20:42:00,10
2019-01-29 20:43:00,6
2019-01-29 20:44:00,11
2019-01-29 20:45:00,2
2019-01-29 20:46:00,3
2019-01-29 20:47:00,26
2019-01-29 20:49:00,7
2019-01-29 20:50:00,5
2019-01-29 20:51:00,6
2019-01-29 20:52:00,10
2019-01-29 20:53:00,6
2019-01-29 20:54:00,11
2019-01-29 20:55:00,2
2019-01-29 20:56:00,3
2019-01-29 20:57:00,26
2019-01-29 20:59:00,7
2019-01-29 21:00:00,5
2019-01-29 21:01:00,6
2019-01-29 21:02:00,10
2019-01-29 21:03:00,6
2019-01-29 21:04:00,11
2019-01-29 21:05:00,2
2019-01-29 21:06:00,3
2019-01-29 21:07:00,26
2019-01-29 21:09:00,7
2019-01-29 21:10:00,5
2019-01-29 21:11:00,6
2019-01-29 21:12:00,10
2019-01-29 21:13:00,6
2019-01-29 21:14:00,11
2019-01-29 21:15:00,2
2019-01-29 21:16:00,3
2019-01-29 21:17:00,26
2019-01-29 21:19:00,7
2019-01-29 21:20:00,5
2019-01-29 21:21:00,6
2019-01-29 21:22:00,10
2019-01-29 21:23:00,6
2019-01-29 21:24:00,11
2019-01-29 21:25:00,2
2019-01-29 21:26:00,3
2019-01-29 21:27:00,26
2019-01-29 21:29:00,7
2019-01-29 21:30:00,5
2019-01-29 21:31:00,6
2019-01-29 21:32:00,10
2019-01-29 21:33:00,6
2019-01-29 21:34:00,11
2019-01-29 21:35:00,2
2019-01-29 21:36:00,4
2019-01-29 21:37:00,26
2019-01-29 21:38:00,1
2019-01-29 21:39:00,7
2019-01-29 21:40:00,5
2019-01-29 21:41:00,7
2019-01-29 21:42:00,11
2019-01-29 21:43:00,6
2019-01-29 21:44:00,11
2019-01-29 21:45:00,2
2019-01-29 21:46:00,3
2019-01-29 21:47:00,25
2019-01-29 21:49:00,7
2019-01-29 21:50:00,5
2019-01-29 21:51:00,6
2019-01-29 21:52:00,10
2019-01-29 21:53:00,6
2019-01-29 21:54:00,11
2019-01-29 21:55:00,2
2019-01-29 21:56:00,3
2019-01-29 21:57:00,26
2019-01-29 21:59:00,7
2019-01-29 22:00:00,5
2019-01-29 22:01:00,6
2019-01-29 22:02:00,10
2019-01-29 22:03:00,6
2019-01-29 22:04:00,11
2019-01-29 22:05:00,2
2019-01-29 22:06:00,3
2019-01-29 22:07:00,26
2019-01-29 22:09:00,7
2019-01-29 22:10:00,5
2019-01-29 22:11:00,6
2019-01-29 22:12:00,10
2019-01-29 22:13:00,6
2019-01-29 22:14:00,11
2019-01-29 22:15:00,2
2019-01-29 22:16:00,3
2019-01-29 22:17:00,26
2019-01-29 22:19:00,7
2019-01-29 22:20:00,5
2019-01-29 22:21:00,6
2019-01-29 22:22:00,10
2019-01-29 22:23:00,6
2019-01-29 22:24:00,11
2019-01-29 22:25:00,2
2019-01-29 22:26:00,3
2019-01-29 22:27:00,26
2019-01-29 22:29:00,7
2019-01-29 22:30:00,5
2019-01-29 22:31:00,5
2019-01-29 22:32:00,11
2019-01-29 22:33:00,6
2019-01-29 22:34:00,11
2019-01-29 22:35:00,2
2019-01-29 22:36:00,3
2019-01-29 22:37:00,26
2019-01-29 22:39:00,7
2019-01-29 22:40:00,5
2019-01-29 22:41:00,5
2019-01-29 22:42:00,11
2019-01-29 22:43:00,6
2019-01-29 22:44:00,11
2019-01-29 22:45:00,2
2019-01-29 22:46:00,3
2019-01-29 22:47:00,26
2019-01-29 22:49:00,7
2019-01-29 22:50:00,5
2019-01-29 22:51:00,5
2019-01-29 22:52:00,8
2019-01-29 22:53:00,9
2019-01-29 22:54:00,11
2019-01-29 22:55:00,2
2019-01-29 22:56:00,3
2019-01-29 22:57:00,26
2019-01-29 22:59:00,7
2019-01-29 23:00:00,5
2019-01-29 23:01:00,5
2019-01-29 23:02:00,8
2019-01-29 23:03:00,9
2019-01-29 23:04:00,11
2019-01-29 23:05:00,2
2019-01-29 23:06:00,3
2019-01-29 23:07:00,26
2019-01-29 23:09:00,7
2019-01-29 23:10:00,5
2019-01-29 23:11:00,5
2019-01-29 23:12:00,8
2019-01-29 23:13:00,9
2019-01-29 23:14:00,11
2019-01-29 23:15:00,2
2019-01-29 23:16:00,3
2019-01-29 23:17:00,26
2019-01-29 23:19:00,7
2019-01-29 23:20:00,5
2019-01-29 23:21:00,5
2019-01-29 23:22:00,8
2019-01-29 23:23:00,9
2019-01-29 23:24:00,13
2019-01-29 23:25:00,2
2019-01-29 23:26:00,3
2019-01-29 23:27:00,26
2019-01-29 23:29:00,7
2019-01-29 23:30:00,5
2019-01-29 23:31:00,5
2019-01-29 23:32:00,8
2019-01-29 23:33:00,9
2019-01-29 23:34:00,10
2019-01-29 23:35:00,3
2019-01-29 23:36:00,3
2019-01-29 23:37:00,26
2019-01-29 23:39:00,7
2019-01-29 23:40:00,5
2019-01-29 23:41:00,5
2019-01-29 23:42:00,8
2019-01-29 23:43:00,9
2019-01-29 23:44:00,10
2019-01-29 23:45:00,3
2019-01-29 23:46:00,3
2019-01-29 23:47:00,26
2019-01-29 23:49:00,7
2019-01-29 23:50:00,5
2019-01-29 23:51:00,5
2019-01-29 23:52:00,8
2019-01-29 23:53:00,9
2019-01-29 23:54:00,10
2019-01-29 23:55:00,3
2019-01-29 23:56:00,3
2019-01-29 23:57:00,26
2019-01-29 23:59:00,7
