15056,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-23 05:52:00,4
2019-05-23 05:54:00,6
2019-05-23 05:55:00,42
2019-05-23 05:56:00,11
2019-05-23 05:57:00,38
2019-05-23 05:58:00,1
2019-05-23 06:02:00,4
2019-05-23 06:04:00,6
2019-05-23 06:05:00,43
2019-05-23 06:06:00,11
2019-05-23 06:07:00,39
2019-05-23 06:08:00,1
2019-05-23 06:12:00,4
2019-05-23 06:14:00,6
2019-05-23 06:15:00,41
2019-05-23 06:16:00,11
2019-05-23 06:17:00,38
2019-05-23 06:18:00,1
2019-05-23 06:22:00,6
2019-05-23 06:24:00,6
2019-05-23 06:25:00,40
2019-05-23 06:26:00,11
2019-05-23 06:27:00,39
2019-05-23 06:28:00,1
2019-05-23 06:32:00,4
2019-05-23 06:34:00,6
2019-05-23 06:35:00,42
2019-05-23 06:36:00,12
2019-05-23 06:37:00,40
2019-05-23 06:38:00,1
2019-05-23 06:42:00,4
2019-05-23 06:44:00,2
2019-05-23 06:45:00,44
2019-05-23 06:46:00,11
2019-05-23 06:47:00,40
2019-05-23 06:48:00,1
2019-05-23 06:52:00,4
2019-05-23 06:54:00,5
2019-05-23 06:55:00,40
2019-05-23 06:56:00,11
2019-05-23 06:57:00,40
2019-05-23 06:58:00,1
2019-05-23 07:02:00,4
2019-05-23 07:04:00,1
2019-05-23 07:05:00,47
2019-05-23 07:06:00,11
2019-05-23 07:07:00,39
2019-05-23 07:08:00,1
2019-05-23 07:12:00,4
2019-05-23 07:14:00,1
2019-05-23 07:15:00,47
2019-05-23 07:16:00,12
2019-05-23 07:17:00,40
2019-05-23 07:18:00,1
2019-05-23 07:22:00,4
2019-05-23 07:24:00,1
2019-05-23 07:25:00,46
2019-05-23 07:26:00,13
2019-05-23 07:27:00,42
2019-05-23 07:28:00,1
2019-05-23 07:32:00,6
2019-05-23 07:34:00,1
2019-05-23 07:35:00,48
2019-05-23 07:36:00,11
2019-05-23 07:37:00,38
2019-05-23 07:38:00,1
2019-05-23 07:42:00,6
2019-05-23 07:44:00,1
2019-05-23 07:45:00,47
2019-05-23 07:46:00,11
2019-05-23 07:47:00,40
2019-05-23 07:48:00,1
2019-05-23 07:52:00,4
2019-05-23 07:54:00,1
2019-05-23 07:55:00,45
2019-05-23 07:56:00,11
2019-05-23 07:57:00,42
2019-05-23 07:58:00,1
2019-05-23 08:02:00,4
2019-05-23 08:04:00,1
2019-05-23 08:05:00,48
2019-05-23 08:06:00,12
2019-05-23 08:07:00,40
2019-05-23 08:08:00,1
2019-05-23 08:12:00,4
2019-05-23 08:14:00,1
2019-05-23 08:15:00,49
2019-05-23 08:16:00,11
2019-05-23 08:17:00,39
2019-05-23 08:18:00,1
2019-05-23 08:22:00,4
2019-05-23 08:24:00,1
2019-05-23 08:25:00,47
2019-05-23 08:26:00,12
2019-05-23 08:27:00,42
2019-05-23 08:28:00,1
2019-05-23 08:32:00,4
2019-05-23 08:34:00,1
2019-05-23 08:35:00,46
2019-05-23 08:36:00,12
2019-05-23 08:37:00,41
2019-05-23 08:38:00,1
2019-05-23 08:42:00,4
2019-05-23 08:44:00,1
2019-05-23 08:45:00,44
2019-05-23 08:46:00,11
2019-05-23 08:47:00,38
2019-05-23 08:48:00,1
2019-05-23 08:52:00,4
2019-05-23 08:54:00,1
2019-05-23 08:55:00,49
2019-05-23 08:56:00,13
2019-05-23 08:57:00,41
2019-05-23 08:58:00,1
2019-05-23 09:02:00,4
2019-05-23 09:04:00,1
2019-05-23 09:05:00,45
2019-05-23 09:06:00,13
2019-05-23 09:07:00,39
2019-05-23 09:08:00,1
2019-05-23 09:12:00,4
2019-05-23 09:14:00,1
2019-05-23 09:15:00,46
2019-05-23 09:16:00,13
2019-05-23 09:17:00,38
2019-05-23 09:18:00,1
2019-05-23 09:22:00,1
2019-05-23 09:23:00,3
2019-05-23 09:24:00,1
2019-05-23 09:25:00,46
2019-05-23 09:26:00,11
2019-05-23 09:27:00,42
2019-05-23 09:28:00,1
2019-05-23 09:33:00,4
2019-05-23 09:34:00,1
2019-05-23 09:35:00,45
2019-05-23 09:36:00,11
2019-05-23 09:37:00,38
2019-05-23 09:38:00,1
2019-05-23 09:43:00,6
2019-05-23 09:44:00,1
2019-05-23 09:45:00,49
2019-05-23 09:46:00,11
2019-05-23 09:47:00,40
2019-05-23 09:48:00,1
2019-05-23 09:53:00,6
2019-05-23 09:54:00,1
2019-05-23 09:55:00,49
2019-05-23 09:56:00,11
2019-05-23 09:57:00,44
2019-05-23 09:58:00,1
2019-05-23 10:03:00,4
2019-05-23 10:04:00,1
2019-05-23 10:05:00,51
2019-05-23 10:06:00,11
2019-05-23 10:07:00,38
2019-05-23 10:08:00,1
2019-05-23 10:13:00,4
2019-05-23 10:14:00,1
2019-05-23 10:15:00,43
2019-05-23 10:16:00,14
2019-05-23 10:17:00,38
2019-05-23 10:18:00,1
2019-05-23 10:23:00,4
2019-05-23 10:24:00,1
2019-05-23 10:25:00,41
2019-05-23 10:26:00,16
2019-05-23 10:27:00,38
2019-05-23 10:28:00,1
2019-05-23 10:33:00,4
2019-05-23 10:34:00,1
2019-05-23 10:35:00,43
2019-05-23 10:36:00,14
2019-05-23 10:37:00,39
2019-05-23 10:38:00,1
2019-05-23 10:43:00,4
2019-05-23 10:44:00,1
2019-05-23 10:45:00,42
2019-05-23 10:46:00,16
2019-05-23 10:47:00,38
2019-05-23 10:48:00,1
2019-05-23 10:53:00,4
2019-05-23 10:54:00,1
2019-05-23 10:55:00,42
2019-05-23 10:56:00,14
2019-05-23 10:57:00,38
2019-05-23 10:58:00,1
2019-05-23 11:03:00,4
2019-05-23 11:04:00,1
2019-05-23 11:05:00,42
2019-05-23 11:06:00,14
2019-05-23 11:07:00,39
2019-05-23 11:08:00,1
2019-05-23 11:13:00,6
2019-05-23 11:14:00,1
2019-05-23 11:15:00,42
2019-05-23 11:16:00,14
2019-05-23 11:17:00,38
2019-05-23 11:18:00,1
2019-05-23 11:23:00,4
2019-05-23 11:24:00,1
2019-05-23 11:25:00,43
2019-05-23 11:26:00,16
2019-05-23 11:27:00,42
2019-05-23 11:28:00,1
2019-05-23 11:33:00,4
2019-05-23 11:34:00,1
2019-05-23 11:35:00,42
2019-05-23 11:36:00,14
2019-05-23 11:37:00,45
2019-05-23 11:38:00,1
2019-05-23 11:43:00,4
2019-05-23 11:44:00,1
2019-05-23 11:45:00,42
2019-05-23 11:46:00,16
2019-05-23 11:47:00,40
2019-05-23 11:48:00,1
2019-05-23 11:53:00,4
2019-05-23 11:54:00,1
2019-05-23 11:55:00,43
2019-05-23 11:56:00,14
2019-05-23 11:57:00,38
2019-05-23 11:58:00,1
2019-05-23 12:03:00,4
2019-05-23 12:04:00,1
2019-05-23 12:05:00,43
2019-05-23 12:06:00,14
2019-05-23 12:07:00,42
2019-05-23 12:08:00,1
2019-05-23 12:13:00,4
2019-05-23 12:14:00,1
2019-05-23 12:15:00,42
2019-05-23 12:16:00,16
2019-05-23 12:17:00,40
2019-05-23 12:18:00,1
2019-05-23 12:23:00,6
2019-05-23 12:24:00,1
2019-05-23 12:25:00,43
2019-05-23 12:26:00,16
2019-05-23 12:27:00,40
2019-05-23 12:28:00,1
2019-05-23 12:33:00,4
2019-05-23 12:34:00,1
2019-05-23 12:35:00,49
2019-05-23 12:36:00,17
2019-05-23 12:37:00,81
2019-05-23 12:38:00,20
2019-05-23 12:39:00,78
2019-05-23 12:40:00,20
2019-05-23 12:41:00,39
2019-05-23 12:42:00,5
2019-05-23 12:43:00,6
2019-05-23 12:45:00,6
2019-05-23 12:47:00,4
2019-05-23 12:48:00,1
2019-05-23 12:49:00,49
2019-05-23 12:50:00,10
2019-05-23 12:51:00,47
2019-05-23 12:52:00,3
2019-05-23 12:57:00,4
2019-05-23 12:58:00,1
2019-05-23 12:59:00,33
2019-05-23 13:00:00,17
2019-05-23 13:01:00,44
2019-05-23 13:02:00,3
2019-05-23 13:07:00,4
2019-05-23 13:08:00,1
2019-05-23 13:09:00,35
2019-05-23 13:10:00,17
2019-05-23 13:11:00,47
2019-05-23 13:12:00,7
2019-05-23 13:13:00,42
2019-05-23 13:14:00,9
2019-05-23 13:15:00,27
2019-05-23 13:17:00,4
2019-05-23 13:18:00,1
2019-05-23 13:19:00,32
2019-05-23 13:20:00,13
2019-05-23 13:21:00,5
2019-05-23 13:23:00,11
2019-05-23 13:24:00,8
2019-05-23 13:25:00,28
2019-05-23 13:27:00,4
2019-05-23 13:28:00,1
2019-05-23 13:29:00,32
2019-05-23 13:30:00,13
2019-05-23 13:31:00,5
2019-05-23 13:33:00,9
2019-05-23 13:34:00,7
2019-05-23 13:35:00,30
2019-05-23 13:37:00,4
2019-05-23 13:38:00,1
2019-05-23 13:39:00,32
2019-05-23 13:40:00,13
2019-05-23 13:41:00,5
2019-05-23 13:43:00,9
2019-05-23 13:44:00,8
2019-05-23 13:45:00,27
2019-05-23 13:47:00,4
2019-05-23 13:48:00,1
2019-05-23 13:49:00,32
2019-05-23 13:50:00,14
2019-05-23 13:51:00,5
2019-05-23 13:53:00,9
2019-05-23 13:54:00,8
2019-05-23 13:55:00,30
2019-05-23 13:57:00,6
2019-05-23 13:58:00,1
2019-05-23 13:59:00,33
2019-05-23 14:00:00,13
2019-05-23 14:01:00,5
2019-05-23 14:03:00,9
2019-05-23 14:04:00,7
2019-05-23 14:05:00,28
2019-05-23 14:07:00,4
2019-05-23 14:08:00,1
2019-05-23 14:09:00,34
2019-05-23 14:10:00,13
2019-05-23 14:11:00,5
2019-05-23 14:13:00,9
2019-05-23 14:14:00,8
2019-05-23 14:15:00,27
2019-05-23 14:17:00,4
2019-05-23 14:18:00,1
2019-05-23 14:19:00,33
2019-05-23 14:20:00,13
2019-05-23 14:21:00,5
2019-05-23 14:23:00,9
2019-05-23 14:24:00,8
2019-05-23 14:25:00,29
2019-05-23 14:27:00,4
2019-05-23 14:28:00,1
2019-05-23 14:29:00,26
2019-05-23 14:30:00,20
2019-05-23 14:31:00,5
2019-05-23 14:33:00,9
2019-05-23 14:34:00,8
2019-05-23 14:35:00,27
2019-05-23 14:37:00,6
2019-05-23 14:38:00,1
2019-05-23 14:39:00,28
2019-05-23 14:40:00,20
2019-05-23 14:41:00,5
2019-05-23 14:43:00,9
2019-05-23 14:44:00,10
2019-05-23 14:45:00,28
2019-05-23 14:47:00,4
2019-05-23 14:49:00,24
2019-05-23 14:50:00,27
2019-05-23 14:51:00,5
2019-05-23 14:53:00,8
2019-05-23 14:54:00,9
2019-05-23 14:55:00,27
2019-05-23 14:57:00,6
2019-05-23 14:58:00,1
2019-05-23 14:59:00,28
2019-05-23 15:00:00,21
2019-05-23 15:01:00,5
2019-05-23 15:03:00,7
2019-05-23 15:04:00,10
2019-05-23 15:05:00,22
2019-05-23 15:07:00,6
2019-05-23 15:09:00,27
2019-05-23 15:10:00,21
2019-05-23 15:11:00,5
2019-05-23 15:13:00,7
2019-05-23 15:14:00,10
2019-05-23 15:15:00,27
2019-05-23 15:17:00,4
2019-05-23 15:18:00,1
2019-05-23 15:19:00,24
2019-05-23 15:20:00,23
2019-05-23 15:21:00,5
2019-05-23 15:23:00,7
2019-05-23 15:24:00,10
2019-05-23 15:25:00,27
2019-05-23 15:27:00,4
2019-05-23 15:28:00,1
2019-05-23 15:29:00,25
2019-05-23 15:30:00,23
2019-05-23 15:31:00,5
2019-05-23 15:33:00,7
2019-05-23 15:34:00,9
2019-05-23 15:35:00,30
2019-05-23 15:37:00,6
2019-05-23 15:38:00,1
2019-05-23 15:39:00,22
2019-05-23 15:40:00,23
2019-05-23 15:41:00,5
2019-05-23 15:43:00,7
2019-05-23 15:44:00,9
2019-05-23 15:45:00,28
2019-05-23 15:47:00,6
2019-05-23 15:48:00,1
2019-05-23 15:49:00,24
2019-05-23 15:50:00,23
2019-05-23 15:51:00,5
2019-05-23 15:53:00,7
2019-05-23 15:54:00,9
2019-05-23 15:55:00,32
2019-05-23 15:57:00,4
2019-05-23 15:58:00,1
2019-05-23 15:59:00,23
2019-05-23 16:00:00,23
2019-05-23 16:01:00,5
2019-05-23 16:03:00,6
2019-05-23 16:04:00,10
2019-05-23 16:05:00,35
2019-05-23 16:07:00,4
2019-05-23 16:09:00,26
2019-05-23 16:10:00,23
2019-05-23 16:11:00,5
2019-05-23 16:13:00,8
2019-05-23 16:14:00,10
2019-05-23 16:15:00,30
2019-05-23 16:17:00,4
2019-05-23 16:19:00,23
2019-05-23 16:20:00,23
2019-05-23 16:21:00,6
2019-05-23 16:23:00,6
2019-05-23 16:24:00,10
2019-05-23 16:25:00,28
2019-05-23 16:27:00,6
2019-05-23 16:29:00,23
2019-05-23 16:30:00,23
2019-05-23 16:31:00,5
2019-05-23 16:33:00,6
2019-05-23 16:34:00,10
2019-05-23 16:35:00,28
2019-05-23 16:37:00,4
2019-05-23 16:39:00,19
2019-05-23 16:40:00,27
2019-05-23 16:41:00,5
2019-05-23 16:43:00,7
2019-05-23 16:44:00,11
2019-05-23 16:45:00,28
2019-05-23 16:47:00,4
2019-05-23 16:49:00,20
2019-05-23 16:50:00,26
2019-05-23 16:51:00,6
2019-05-23 16:53:00,6
2019-05-23 16:54:00,10
2019-05-23 16:55:00,31
2019-05-23 16:57:00,6
2019-05-23 16:59:00,19
2019-05-23 17:00:00,27
2019-05-23 17:01:00,5
2019-05-23 17:03:00,6
2019-05-23 17:04:00,10
2019-05-23 17:05:00,33
2019-05-23 17:07:00,4
2019-05-23 17:09:00,19
2019-05-23 17:10:00,27
2019-05-23 17:11:00,5
2019-05-23 17:13:00,6
2019-05-23 17:14:00,10
2019-05-23 17:15:00,30
2019-05-23 17:17:00,6
2019-05-23 17:19:00,23
2019-05-23 17:20:00,27
2019-05-23 17:21:00,5
2019-05-23 17:23:00,6
2019-05-23 17:24:00,10
2019-05-23 17:25:00,31
2019-05-23 17:27:00,4
2019-05-23 17:29:00,21
2019-05-23 17:30:00,30
2019-05-23 17:31:00,5
2019-05-23 17:33:00,5
2019-05-23 17:34:00,12
2019-05-23 17:35:00,28
2019-05-23 17:37:00,4
2019-05-23 17:39:00,23
2019-05-23 17:40:00,27
2019-05-23 17:41:00,5
2019-05-23 17:43:00,2
2019-05-23 17:44:00,14
2019-05-23 17:45:00,28
2019-05-23 17:47:00,4
2019-05-23 17:49:00,19
2019-05-23 17:50:00,27
2019-05-23 17:51:00,5
2019-05-23 17:53:00,6
2019-05-23 17:54:00,12
2019-05-23 17:55:00,28
2019-05-23 17:57:00,4
2019-05-23 17:59:00,19
2019-05-23 18:00:00,29
2019-05-23 18:01:00,5
2019-05-23 18:03:00,1
2019-05-23 18:04:00,15
2019-05-23 18:05:00,24
2019-05-23 18:06:00,4
2019-05-23 18:07:00,4
2019-05-23 18:09:00,17
2019-05-23 18:10:00,29
2019-05-23 18:11:00,5
2019-05-23 18:13:00,3
2019-05-23 18:14:00,13
2019-05-23 18:15:00,26
2019-05-23 18:16:00,2
2019-05-23 18:17:00,4
2019-05-23 18:19:00,19
2019-05-23 18:20:00,30
2019-05-23 18:21:00,5
2019-05-23 18:23:00,3
2019-05-23 18:24:00,13
2019-05-23 18:25:00,24
2019-05-23 18:26:00,4
2019-05-23 18:27:00,4
2019-05-23 18:29:00,19
2019-05-23 18:30:00,32
2019-05-23 18:31:00,5
2019-05-23 18:33:00,3
2019-05-23 18:34:00,13
2019-05-23 18:35:00,24
2019-05-23 18:36:00,4
2019-05-23 18:37:00,4
2019-05-23 18:39:00,17
2019-05-23 18:40:00,30
2019-05-23 18:41:00,5
2019-05-23 18:43:00,1
2019-05-23 18:44:00,15
2019-05-23 18:45:00,24
2019-05-23 18:46:00,4
2019-05-23 18:47:00,4
2019-05-23 18:49:00,17
2019-05-23 18:50:00,31
2019-05-23 18:51:00,5
2019-05-23 18:53:00,3
2019-05-23 18:54:00,13
2019-05-23 18:55:00,23
2019-05-23 18:56:00,5
2019-05-23 18:57:00,4
2019-05-23 18:59:00,17
2019-05-23 19:00:00,29
2019-05-23 19:01:00,5
2019-05-23 19:03:00,1
2019-05-23 19:04:00,15
2019-05-23 19:05:00,21
2019-05-23 19:06:00,7
2019-05-23 19:07:00,4
2019-05-23 19:09:00,19
2019-05-23 19:10:00,30
2019-05-23 19:11:00,5
2019-05-23 19:13:00,1
2019-05-23 19:14:00,17
2019-05-23 19:15:00,21
2019-05-23 19:16:00,7
2019-05-23 19:17:00,6
2019-05-23 19:19:00,17
2019-05-23 19:20:00,31
2019-05-23 19:21:00,5
2019-05-23 19:23:00,1
2019-05-23 19:24:00,15
2019-05-23 19:25:00,21
2019-05-23 19:26:00,7
2019-05-23 19:27:00,4
2019-05-23 19:29:00,17
2019-05-23 19:30:00,29
2019-05-23 19:31:00,5
2019-05-23 19:33:00,1
2019-05-23 19:34:00,15
2019-05-23 19:35:00,27
2019-05-23 19:36:00,9
2019-05-23 19:37:00,4
2019-05-23 19:39:00,17
2019-05-23 19:40:00,31
2019-05-23 19:41:00,5
2019-05-23 19:43:00,1
2019-05-23 19:44:00,15
2019-05-23 19:45:00,21
2019-05-23 19:46:00,7
2019-05-23 19:47:00,6
2019-05-23 19:49:00,17
2019-05-23 19:50:00,30
2019-05-23 19:51:00,7
2019-05-23 19:53:00,1
2019-05-23 19:54:00,15
2019-05-23 19:55:00,22
2019-05-23 19:56:00,7
2019-05-23 19:57:00,4
2019-05-23 19:59:00,17
2019-05-23 20:00:00,29
2019-05-23 20:01:00,5
2019-05-23 20:03:00,1
2019-05-23 20:04:00,15
2019-05-23 20:05:00,21
2019-05-23 20:06:00,7
2019-05-23 20:07:00,4
2019-05-23 20:09:00,17
2019-05-23 20:10:00,30
2019-05-23 20:11:00,5
2019-05-23 20:13:00,1
2019-05-23 20:14:00,15
2019-05-23 20:15:00,20
2019-05-23 20:16:00,8
2019-05-23 20:17:00,4
2019-05-23 20:19:00,17
2019-05-23 20:20:00,30
2019-05-23 20:21:00,5
2019-05-23 20:23:00,1
2019-05-23 20:24:00,15
2019-05-23 20:25:00,20
2019-05-23 20:26:00,8
2019-05-23 20:27:00,4
2019-05-23 20:29:00,17
2019-05-23 20:30:00,31
2019-05-23 20:31:00,5
2019-05-23 20:33:00,1
2019-05-23 20:34:00,15
2019-05-23 20:35:00,21
2019-05-23 20:36:00,8
2019-05-23 20:37:00,4
2019-05-23 20:39:00,17
2019-05-23 20:40:00,30
2019-05-23 20:41:00,5
2019-05-23 20:44:00,16
2019-05-23 20:45:00,21
2019-05-23 20:46:00,8
2019-05-23 20:47:00,4
2019-05-23 20:49:00,17
2019-05-23 20:50:00,31
2019-05-23 20:51:00,5
2019-05-23 20:53:00,1
2019-05-23 20:54:00,17
2019-05-23 20:55:00,20
2019-05-23 20:56:00,8
2019-05-23 20:57:00,4
2019-05-23 20:59:00,17
2019-05-23 21:00:00,29
2019-05-23 21:01:00,5
2019-05-23 21:04:00,16
2019-05-23 21:05:00,20
2019-05-23 21:06:00,8
2019-05-23 21:07:00,4
2019-05-23 21:09:00,19
2019-05-23 21:10:00,29
2019-05-23 21:11:00,5
2019-05-23 21:14:00,16
2019-05-23 21:15:00,20
2019-05-23 21:16:00,8
2019-05-23 21:17:00,4
2019-05-23 21:19:00,17
2019-05-23 21:20:00,31
2019-05-23 21:21:00,5
2019-05-23 21:23:00,1
2019-05-23 21:24:00,15
2019-05-23 21:25:00,20
2019-05-23 21:26:00,8
2019-05-23 21:27:00,4
2019-05-23 21:29:00,17
2019-05-23 21:30:00,29
2019-05-23 21:31:00,6
2019-05-23 21:33:00,1
2019-05-23 21:34:00,17
2019-05-23 21:35:00,20
2019-05-23 21:36:00,8
2019-05-23 21:37:00,4
2019-05-23 21:39:00,17
2019-05-23 21:40:00,29
2019-05-23 21:41:00,5
2019-05-23 21:43:00,1
2019-05-23 21:44:00,15
2019-05-23 21:45:00,20
2019-05-23 21:46:00,8
2019-05-23 21:47:00,4
2019-05-23 21:49:00,14
2019-05-23 21:50:00,33
2019-05-23 21:51:00,5
2019-05-23 21:53:00,1
2019-05-23 21:54:00,15
2019-05-23 21:55:00,21
2019-05-23 21:56:00,8
2019-05-23 21:57:00,4
2019-05-23 21:59:00,15
2019-05-23 22:00:00,33
2019-05-23 22:01:00,5
2019-05-23 22:03:00,1
2019-05-23 22:04:00,17
2019-05-23 22:05:00,21
2019-05-23 22:06:00,8
2019-05-23 22:07:00,4
2019-05-23 22:09:00,15
2019-05-23 22:10:00,31
2019-05-23 22:11:00,5
2019-05-23 22:13:00,1
2019-05-23 22:14:00,15
2019-05-23 22:15:00,21
2019-05-23 22:16:00,8
2019-05-23 22:17:00,4
2019-05-23 22:19:00,15
2019-05-23 22:20:00,32
2019-05-23 22:21:00,5
2019-05-23 22:23:00,1
2019-05-23 22:24:00,17
2019-05-23 22:25:00,20
2019-05-23 22:26:00,8
2019-05-23 22:27:00,4
2019-05-23 22:29:00,16
2019-05-23 22:30:00,31
2019-05-23 22:31:00,5
2019-05-23 22:33:00,1
2019-05-23 22:34:00,17
2019-05-23 22:35:00,21
2019-05-23 22:36:00,8
2019-05-23 22:37:00,4
2019-05-23 22:39:00,15
2019-05-23 22:40:00,33
2019-05-23 22:41:00,5
2019-05-23 22:43:00,1
2019-05-23 22:44:00,17
2019-05-23 22:45:00,20
2019-05-23 22:46:00,8
2019-05-23 22:47:00,4
2019-05-23 22:49:00,16
2019-05-23 22:50:00,32
2019-05-23 22:51:00,7
2019-05-23 22:54:00,16
2019-05-23 22:55:00,20
2019-05-23 22:56:00,8
2019-05-23 22:57:00,4
2019-05-23 22:59:00,15
2019-05-23 23:00:00,32
2019-05-23 23:01:00,5
2019-05-23 23:04:00,16
