255085,"select ObjID,ra,dec,dbo.fIAUFromEq(ra,dec) FROM PhotoObj WHERE ObjID=#"
2019-05-19 01:31:00,264
2019-05-19 01:32:00,266
2019-05-19 01:33:00,268
2019-05-19 01:34:00,273
2019-05-19 01:35:00,281
2019-05-19 01:36:00,276
2019-05-19 01:37:00,264
2019-05-19 01:38:00,270
2019-05-19 01:39:00,264
2019-05-19 01:40:00,287
2019-05-19 01:41:00,291
2019-05-19 01:42:00,288
2019-05-19 01:43:00,263
2019-05-19 01:44:00,268
2019-05-19 01:45:00,264
2019-05-19 01:46:00,277
2019-05-19 01:47:00,286
2019-05-19 01:48:00,276
2019-05-19 01:49:00,270
2019-05-19 01:50:00,273
2019-05-19 01:51:00,264
2019-05-19 01:52:00,284
2019-05-19 01:53:00,293
2019-05-19 01:54:00,291
2019-05-19 01:55:00,275
2019-05-19 01:56:00,269
2019-05-19 01:57:00,266
2019-05-19 01:58:00,278
2019-05-19 01:59:00,279
2019-05-19 02:00:00,284
2019-05-19 02:01:00,273
2019-05-19 02:02:00,271
2019-05-19 02:03:00,267
2019-05-19 02:04:00,226
2019-05-19 02:05:00,289
2019-05-19 02:06:00,275
2019-05-19 02:07:00,271
2019-05-19 02:08:00,270
2019-05-19 02:09:00,266
2019-05-19 02:10:00,268
2019-05-19 02:11:00,283
2019-05-19 02:12:00,289
2019-05-19 02:13:00,275
2019-05-19 02:14:00,267
2019-05-19 02:15:00,270
2019-05-19 02:16:00,273
2019-05-19 02:17:00,286
2019-05-19 02:18:00,293
2019-05-19 02:19:00,268
2019-05-19 02:20:00,269
2019-05-19 02:21:00,266
2019-05-19 02:22:00,269
2019-05-19 02:23:00,287
2019-05-19 02:24:00,291
2019-05-19 02:25:00,281
2019-05-19 02:26:00,263
2019-05-19 02:27:00,269
2019-05-19 02:28:00,269
2019-05-19 02:29:00,284
2019-05-19 02:30:00,288
2019-05-19 02:31:00,268
2019-05-19 02:32:00,265
2019-05-19 02:33:00,268
2019-05-19 02:34:00,276
2019-05-19 02:35:00,284
2019-05-19 02:36:00,271
2019-05-19 02:37:00,260
2019-05-19 02:38:00,267
2019-05-19 02:39:00,269
2019-05-19 02:40:00,291
2019-05-19 02:41:00,288
2019-05-19 02:42:00,267
2019-05-19 02:43:00,269
2019-05-19 02:44:00,267
2019-05-19 02:45:00,258
2019-05-19 02:46:00,282
2019-05-19 02:47:00,281
2019-05-19 02:48:00,281
2019-05-19 02:49:00,267
2019-05-19 02:50:00,268
2019-05-19 02:51:00,263
2019-05-19 02:52:00,284
2019-05-19 02:53:00,286
2019-05-19 02:54:00,283
2019-05-19 02:55:00,271
2019-05-19 02:56:00,271
2019-05-19 02:57:00,263
2019-05-19 02:58:00,287
2019-05-19 02:59:00,284
2019-05-19 03:00:00,282
2019-05-19 03:01:00,267
2019-05-19 03:02:00,266
2019-05-19 03:03:00,263
2019-05-19 03:04:00,263
2019-05-19 03:05:00,286
2019-05-19 03:06:00,272
2019-05-19 03:07:00,272
2019-05-19 03:08:00,262
2019-05-19 03:09:00,262
2019-05-19 03:10:00,287
2019-05-19 03:11:00,286
2019-05-19 03:12:00,276
2019-05-19 03:13:00,268
2019-05-19 03:14:00,260
2019-05-19 03:15:00,264
2019-05-19 03:16:00,280
2019-05-19 03:17:00,289
2019-05-19 03:18:00,278
2019-05-19 03:19:00,273
2019-05-19 03:20:00,270
2019-05-19 03:21:00,266
2019-05-19 03:22:00,280
2019-05-19 03:23:00,289
2019-05-19 03:24:00,293
2019-05-19 03:25:00,267
2019-05-19 03:26:00,252
2019-05-19 03:27:00,268
2019-05-19 03:28:00,286
2019-05-19 03:29:00,289
2019-05-19 03:30:00,287
2019-05-19 03:31:00,269
2019-05-19 03:32:00,270
2019-05-19 03:33:00,268
2019-05-19 03:34:00,277
2019-05-19 03:35:00,286
2019-05-19 03:36:00,287
2019-05-19 03:37:00,274
2019-05-19 03:38:00,267
2019-05-19 03:39:00,264
2019-05-19 03:40:00,272
2019-05-19 03:41:00,286
2019-05-19 03:42:00,262
2019-05-19 03:43:00,273
2019-05-19 03:44:00,269
2019-05-19 03:45:00,266
2019-05-19 03:46:00,267
2019-05-19 03:47:00,286
2019-05-19 03:48:00,287
2019-05-19 03:49:00,269
2019-05-19 03:50:00,260
2019-05-19 03:51:00,262
2019-05-19 03:52:00,273
2019-05-19 03:53:00,290
2019-05-19 03:54:00,284
2019-05-19 03:55:00,272
2019-05-19 03:56:00,270
2019-05-19 03:57:00,268
2019-05-19 03:58:00,254
2019-05-19 03:59:00,277
2019-05-19 04:00:00,289
2019-05-19 04:01:00,267
2019-05-19 04:02:00,262
2019-05-19 04:03:00,260
2019-05-19 04:04:00,269
2019-05-19 04:05:00,285
2019-05-19 04:06:00,277
2019-05-19 04:07:00,268
2019-05-19 04:08:00,262
2019-05-19 04:09:00,267
2019-05-19 04:10:00,270
2019-05-19 04:11:00,289
2019-05-19 04:12:00,288
2019-05-19 04:13:00,277
2019-05-19 04:14:00,274
2019-05-19 04:15:00,268
2019-05-19 04:16:00,273
2019-05-19 04:17:00,284
2019-05-19 04:18:00,290
2019-05-19 04:19:00,276
2019-05-19 04:20:00,269
2019-05-19 04:21:00,269
2019-05-19 04:22:00,266
2019-05-19 04:23:00,292
2019-05-19 04:24:00,290
2019-05-19 04:25:00,277
2019-05-19 04:26:00,266
2019-05-19 04:27:00,266
2019-05-19 04:28:00,259
2019-05-19 04:29:00,283
2019-05-19 04:30:00,283
2019-05-19 04:31:00,271
2019-05-19 04:32:00,266
2019-05-19 04:33:00,269
2019-05-19 04:34:00,273
2019-05-19 04:35:00,279
2019-05-19 04:36:00,288
2019-05-19 04:37:00,284
2019-05-19 04:38:00,263
2019-05-19 04:39:00,265
2019-05-19 04:40:00,259
2019-05-19 04:41:00,282
2019-05-19 04:42:00,278
2019-05-19 04:43:00,289
2019-05-19 04:44:00,269
2019-05-19 04:45:00,264
2019-05-19 04:46:00,268
2019-05-19 04:47:00,270
2019-05-19 04:48:00,291
2019-05-19 04:49:00,283
2019-05-19 04:50:00,271
2019-05-19 04:51:00,270
2019-05-19 04:52:00,262
2019-05-19 04:53:00,267
2019-05-19 04:54:00,282
2019-05-19 04:55:00,286
2019-05-19 04:56:00,271
2019-05-19 04:57:00,266
2019-05-19 04:58:00,267
2019-05-19 04:59:00,274
2019-05-19 05:00:00,286
2019-05-19 05:01:00,284
2019-05-19 05:02:00,267
2019-05-19 05:03:00,269
2019-05-19 05:04:00,265
2019-05-19 05:05:00,264
2019-05-19 05:06:00,282
2019-05-19 05:07:00,282
2019-05-19 05:08:00,277
2019-05-19 05:09:00,269
2019-05-19 05:10:00,270
2019-05-19 05:11:00,259
2019-05-19 05:12:00,285
2019-05-19 05:13:00,290
2019-05-19 05:14:00,282
2019-05-19 05:15:00,265
2019-05-19 05:16:00,259
2019-05-19 05:17:00,254
2019-05-19 05:18:00,283
2019-05-19 05:19:00,278
2019-05-19 05:20:00,273
2019-05-19 05:21:00,273
2019-05-19 05:22:00,271
2019-05-19 05:23:00,265
2019-05-19 05:24:00,284
2019-05-19 05:25:00,286
2019-05-19 05:26:00,289
2019-05-19 05:27:00,264
2019-05-19 05:28:00,265
2019-05-19 05:29:00,262
2019-05-19 05:30:00,279
2019-05-19 05:31:00,288
2019-05-19 05:32:00,287
2019-05-19 05:33:00,273
2019-05-19 05:34:00,272
2019-05-19 05:35:00,269
2019-05-19 05:36:00,256
2019-05-19 05:37:00,286
2019-05-19 05:38:00,289
2019-05-19 05:39:00,271
2019-05-19 05:40:00,266
2019-05-19 05:41:00,267
2019-05-19 05:42:00,270
2019-05-19 05:43:00,290
2019-05-19 05:44:00,287
2019-05-19 05:45:00,278
2019-05-19 05:46:00,268
2019-05-19 05:47:00,269
2019-05-19 05:48:00,274
2019-05-19 05:49:00,285
2019-05-19 05:50:00,289
2019-05-19 05:51:00,273
2019-05-19 05:52:00,264
2019-05-19 05:53:00,269
2019-05-19 05:54:00,262
2019-05-19 05:55:00,290
2019-05-19 05:56:00,292
2019-05-19 05:57:00,261
2019-05-19 05:58:00,266
2019-05-19 05:59:00,268
2019-05-19 06:00:00,273
2019-05-19 06:01:00,285
2019-05-19 06:02:00,291
2019-05-19 06:03:00,272
2019-05-19 06:04:00,268
2019-05-19 06:05:00,263
2019-05-19 06:06:00,268
2019-05-19 06:07:00,280
2019-05-19 06:08:00,271
2019-05-19 06:09:00,265
2019-05-19 06:10:00,261
2019-05-19 06:11:00,264
2019-05-19 06:12:00,279
2019-05-19 06:13:00,285
2019-05-19 06:14:00,291
2019-05-19 06:15:00,276
2019-05-19 06:16:00,272
2019-05-19 06:17:00,264
2019-05-19 06:18:00,272
2019-05-19 06:19:00,291
2019-05-19 06:20:00,288
2019-05-19 06:21:00,272
2019-05-19 06:22:00,275
2019-05-19 06:23:00,264
2019-05-19 06:24:00,266
2019-05-19 06:25:00,270
2019-05-19 06:26:00,281
2019-05-19 06:27:00,277
2019-05-19 06:28:00,270
2019-05-19 06:29:00,259
2019-05-19 06:30:00,269
2019-05-19 06:31:00,286
2019-05-19 06:32:00,290
2019-05-19 06:33:00,286
2019-05-19 06:34:00,263
2019-05-19 06:35:00,262
2019-05-19 06:36:00,261
2019-05-19 06:37:00,263
2019-05-19 06:38:00,276
2019-05-19 06:39:00,256
2019-05-19 06:40:00,259
2019-05-19 06:41:00,275
2019-05-19 06:42:00,292
2019-05-19 06:43:00,286
2019-05-19 06:44:00,271
2019-05-19 06:45:00,271
2019-05-19 06:46:00,261
2019-05-19 06:47:00,289
2019-05-19 06:48:00,282
2019-05-19 06:49:00,276
2019-05-19 06:50:00,268
2019-05-19 06:51:00,271
2019-05-19 06:52:00,260
2019-05-19 06:53:00,282
2019-05-19 06:54:00,290
2019-05-19 06:55:00,278
2019-05-19 06:56:00,264
2019-05-19 06:57:00,261
2019-05-19 06:58:00,261
2019-05-19 06:59:00,281
2019-05-19 07:00:00,287
2019-05-19 07:01:00,285
2019-05-19 07:02:00,270
2019-05-19 07:03:00,265
2019-05-19 07:04:00,255
2019-05-19 07:05:00,274
2019-05-19 07:06:00,288
2019-05-19 07:07:00,284
2019-05-19 07:08:00,265
2019-05-19 07:09:00,265
2019-05-19 07:10:00,267
2019-05-19 07:11:00,281
2019-05-19 07:12:00,290
2019-05-19 07:13:00,290
2019-05-19 07:14:00,263
2019-05-19 07:15:00,270
2019-05-19 07:16:00,268
2019-05-19 07:17:00,276
2019-05-19 07:18:00,291
2019-05-19 07:19:00,286
2019-05-19 07:20:00,269
2019-05-19 07:21:00,270
2019-05-19 07:22:00,263
2019-05-19 07:23:00,272
2019-05-19 07:24:00,288
2019-05-19 07:25:00,286
2019-05-19 07:26:00,274
2019-05-19 07:27:00,270
2019-05-19 07:28:00,263
2019-05-19 07:29:00,277
2019-05-19 07:30:00,279
2019-05-19 07:31:00,267
2019-05-19 07:32:00,267
2019-05-19 07:33:00,263
2019-05-19 07:34:00,284
2019-05-19 07:35:00,287
2019-05-19 07:36:00,277
2019-05-19 07:37:00,266
2019-05-19 07:38:00,265
2019-05-19 07:39:00,268
2019-05-19 07:40:00,290
2019-05-19 07:41:00,292
2019-05-19 07:42:00,279
2019-05-19 07:43:00,272
2019-05-19 07:44:00,271
2019-05-19 07:45:00,276
2019-05-19 07:46:00,286
2019-05-19 07:47:00,285
2019-05-19 07:48:00,277
2019-05-19 07:49:00,274
2019-05-19 07:50:00,268
2019-05-19 07:51:00,262
2019-05-19 07:52:00,285
2019-05-19 07:53:00,289
2019-05-19 07:54:00,280
2019-05-19 07:55:00,267
2019-05-19 07:56:00,266
2019-05-19 07:57:00,267
2019-05-19 07:58:00,288
2019-05-19 07:59:00,288
2019-05-19 08:00:00,272
2019-05-19 08:01:00,271
2019-05-19 08:02:00,264
2019-05-19 08:03:00,254
2019-05-19 08:04:00,277
2019-05-19 08:05:00,289
2019-05-19 08:06:00,282
2019-05-19 08:07:00,268
2019-05-19 08:08:00,272
2019-05-19 08:09:00,270
2019-05-19 08:10:00,290
2019-05-19 08:11:00,270
2019-05-19 08:12:00,266
2019-05-19 08:13:00,269
2019-05-19 08:14:00,277
2019-05-19 08:15:00,288
2019-05-19 08:16:00,285
2019-05-19 08:17:00,261
2019-05-19 08:18:00,261
2019-05-19 08:19:00,263
2019-05-19 08:20:00,284
2019-05-19 08:21:00,291
2019-05-19 08:22:00,287
2019-05-19 08:23:00,258
2019-05-19 08:24:00,269
2019-05-19 08:25:00,266
2019-05-19 08:26:00,283
2019-05-19 08:27:00,288
2019-05-19 08:28:00,286
2019-05-19 08:29:00,268
2019-05-19 08:30:00,268
2019-05-19 08:31:00,264
2019-05-19 08:32:00,277
2019-05-19 08:33:00,291
2019-05-19 08:34:00,292
2019-05-19 08:35:00,266
2019-05-19 08:36:00,268
2019-05-19 08:37:00,264
2019-05-19 08:38:00,282
2019-05-19 08:39:00,287
2019-05-19 08:40:00,288
2019-05-19 08:41:00,268
2019-05-19 08:42:00,266
2019-05-19 08:43:00,274
2019-05-19 08:44:00,278
2019-05-19 08:45:00,287
2019-05-19 08:46:00,280
2019-05-19 08:47:00,269
2019-05-19 08:48:00,267
2019-05-19 08:49:00,269
2019-05-19 08:50:00,289
2019-05-19 08:51:00,285
2019-05-19 08:52:00,280
2019-05-19 08:53:00,272
2019-05-19 08:54:00,270
2019-05-19 08:55:00,267
2019-05-19 08:56:00,288
2019-05-19 08:57:00,289
2019-05-19 08:58:00,273
2019-05-19 08:59:00,275
2019-05-19 09:00:00,269
2019-05-19 09:01:00,281
2019-05-19 09:02:00,290
2019-05-19 09:03:00,286
2019-05-19 09:04:00,281
2019-05-19 09:05:00,269
2019-05-19 09:06:00,268
2019-05-19 09:07:00,273
2019-05-19 09:08:00,287
2019-05-19 09:09:00,286
2019-05-19 09:10:00,277
2019-05-19 09:11:00,273
2019-05-19 09:12:00,262
2019-05-19 09:13:00,266
2019-05-19 09:14:00,285
2019-05-19 09:15:00,283
2019-05-19 09:16:00,280
2019-05-19 09:17:00,275
2019-05-19 09:18:00,267
2019-05-19 09:19:00,267
2019-05-19 09:20:00,287
2019-05-19 09:21:00,290
2019-05-19 09:22:00,284
2019-05-19 09:23:00,270
2019-05-19 09:24:00,255
2019-05-19 09:25:00,265
2019-05-19 09:26:00,279
2019-05-19 09:27:00,289
2019-05-19 09:28:00,285
2019-05-19 09:29:00,273
2019-05-19 09:30:00,272
2019-05-19 09:31:00,277
2019-05-19 09:32:00,115
2019-05-19 09:33:00,162
2019-05-19 09:34:00,264
2019-05-19 09:35:00,265
2019-05-19 09:36:00,285
2019-05-19 09:37:00,273
2019-05-19 09:38:00,267
2019-05-19 09:39:00,268
2019-05-19 09:40:00,274
2019-05-19 09:41:00,287
2019-05-19 09:42:00,284
2019-05-19 09:43:00,268
2019-05-19 09:44:00,268
2019-05-19 09:45:00,266
2019-05-19 09:46:00,284
2019-05-19 09:47:00,279
2019-05-19 09:48:00,275
2019-05-19 09:49:00,270
2019-05-19 09:50:00,266
2019-05-19 09:51:00,267
2019-05-19 09:52:00,289
2019-05-19 09:53:00,291
2019-05-19 09:54:00,286
2019-05-19 09:55:00,259
2019-05-19 09:56:00,260
2019-05-19 09:57:00,253
2019-05-19 09:58:00,278
2019-05-19 09:59:00,282
2019-05-19 10:00:00,285
2019-05-19 10:01:00,261
2019-05-19 10:02:00,269
2019-05-19 10:03:00,268
2019-05-19 10:04:00,277
2019-05-19 10:05:00,149
2019-05-19 10:06:00,288
2019-05-19 10:07:00,270
2019-05-19 10:08:00,269
2019-05-19 10:09:00,270
2019-05-19 10:10:00,282
2019-05-19 10:11:00,285
2019-05-19 10:12:00,293
2019-05-19 10:13:00,265
2019-05-19 10:14:00,272
2019-05-19 10:15:00,270
2019-05-19 10:16:00,276
2019-05-19 10:17:00,282
2019-05-19 10:18:00,285
2019-05-19 10:19:00,274
2019-05-19 10:20:00,269
2019-05-19 10:21:00,266
2019-05-19 10:22:00,270
2019-05-19 10:23:00,72
2019-05-19 10:24:00,240
2019-05-19 10:25:00,47
2019-05-19 10:26:00,35
2019-05-19 10:27:00,21
2019-05-19 10:28:00,17
2019-05-19 10:29:00,17
2019-05-19 10:30:00,14
2019-05-19 10:31:00,16
2019-05-19 10:32:00,17
2019-05-19 10:33:00,17
2019-05-19 10:34:00,19
2019-05-19 10:35:00,23
2019-05-19 10:36:00,19
2019-05-19 10:37:00,24
2019-05-19 10:38:00,31
2019-05-19 10:39:00,42
2019-05-19 10:40:00,247
2019-05-19 10:41:00,258
2019-05-19 10:42:00,285
2019-05-19 10:43:00,285
2019-05-19 10:44:00,80
2019-05-19 10:45:00,32
2019-05-19 10:46:00,34
2019-05-19 10:47:00,54
2019-05-19 10:48:00,252
2019-05-19 10:49:00,278
2019-05-19 10:50:00,270
2019-05-19 10:51:00,262
2019-05-19 10:52:00,259
2019-05-19 10:53:00,258
2019-05-19 10:54:00,275
2019-05-19 10:55:00,283
2019-05-19 10:56:00,280
2019-05-19 10:57:00,255
2019-05-19 10:58:00,255
2019-05-19 10:59:00,254
2019-05-19 11:00:00,279
2019-05-19 11:01:00,81
2019-05-19 11:02:00,28
2019-05-19 11:03:00,33
2019-05-19 11:04:00,29
2019-05-19 11:05:00,60
2019-05-19 11:06:00,209
2019-05-19 11:07:00,239
2019-05-19 11:08:00,260
2019-05-19 11:09:00,210
2019-05-19 11:10:00,247
2019-05-19 11:11:00,272
2019-05-19 11:12:00,264
2019-05-19 11:13:00,262
2019-05-19 11:14:00,246
2019-05-19 11:15:00,261
2019-05-19 11:16:00,256
2019-05-19 11:17:00,251
2019-05-19 11:18:00,174
2019-05-19 11:19:00,282
2019-05-19 11:20:00,282
2019-05-19 11:21:00,269
2019-05-19 11:22:00,261
2019-05-19 11:23:00,271
2019-05-19 11:24:00,260
2019-05-19 11:25:00,273
2019-05-19 11:26:00,280
2019-05-19 11:27:00,276
2019-05-19 11:28:00,270
2019-05-19 11:29:00,220
2019-05-19 11:30:00,262
2019-05-19 11:31:00,272
2019-05-19 11:32:00,282
2019-05-19 11:33:00,286
2019-05-19 11:34:00,263
2019-05-19 11:35:00,260
2019-05-19 11:36:00,262
2019-05-19 11:37:00,270
2019-05-19 11:38:00,289
2019-05-19 11:39:00,283
2019-05-19 11:40:00,270
2019-05-19 11:41:00,262
2019-05-19 11:42:00,259
2019-05-19 11:43:00,254
2019-05-19 11:44:00,275
2019-05-19 11:45:00,279
2019-05-19 11:46:00,273
2019-05-19 11:47:00,269
2019-05-19 11:48:00,264
2019-05-19 11:49:00,262
2019-05-19 11:50:00,282
2019-05-19 11:51:00,286
2019-05-19 11:52:00,282
2019-05-19 11:53:00,256
2019-05-19 11:54:00,264
2019-05-19 11:55:00,261
2019-05-19 11:56:00,276
2019-05-19 11:57:00,280
2019-05-19 11:58:00,285
2019-05-19 11:59:00,262
2019-05-19 12:00:00,198
2019-05-19 12:01:00,72
2019-05-19 12:02:00,260
2019-05-19 12:03:00,266
2019-05-19 12:04:00,289
2019-05-19 12:05:00,206
2019-05-19 12:06:00,266
2019-05-19 12:07:00,247
2019-05-19 12:08:00,257
2019-05-19 12:09:00,263
2019-05-19 12:10:00,277
2019-05-19 12:11:00,282
2019-05-19 12:12:00,272
2019-05-19 12:13:00,265
2019-05-19 12:14:00,267
2019-05-19 12:15:00,264
2019-05-19 12:16:00,278
2019-05-19 12:17:00,281
2019-05-19 12:18:00,269
2019-05-19 12:19:00,260
2019-05-19 12:20:00,263
2019-05-19 12:21:00,263
2019-05-19 12:22:00,275
2019-05-19 12:23:00,280
2019-05-19 12:24:00,287
2019-05-19 12:25:00,262
2019-05-19 12:26:00,262
2019-05-19 12:27:00,260
2019-05-19 12:28:00,285
2019-05-19 12:29:00,282
2019-05-19 12:30:00,270
2019-05-19 12:31:00,260
2019-05-19 12:32:00,259
2019-05-19 12:33:00,258
2019-05-19 12:34:00,276
2019-05-19 12:35:00,280
2019-05-19 12:36:00,279
2019-05-19 12:37:00,260
2019-05-19 12:38:00,258
2019-05-19 12:39:00,257
2019-05-19 12:40:00,266
2019-05-19 12:41:00,282
2019-05-19 12:42:00,278
2019-05-19 12:43:00,274
2019-05-19 12:44:00,257
2019-05-19 12:45:00,261
2019-05-19 12:46:00,262
2019-05-19 12:47:00,280
2019-05-19 12:48:00,279
2019-05-19 12:49:00,264
2019-05-19 12:50:00,256
2019-05-19 12:51:00,259
2019-05-19 12:52:00,281
2019-05-19 12:53:00,288
2019-05-19 12:54:00,283
2019-05-19 12:55:00,263
2019-05-19 12:56:00,260
2019-05-19 12:57:00,259
2019-05-19 12:58:00,270
2019-05-19 12:59:00,281
2019-05-19 13:00:00,284
2019-05-19 13:01:00,264
2019-05-19 13:02:00,262
2019-05-19 13:03:00,251
2019-05-19 13:04:00,270
2019-05-19 13:05:00,224
2019-05-19 13:06:00,283
2019-05-19 13:07:00,262
2019-05-19 13:08:00,258
2019-05-19 13:09:00,260
2019-05-19 13:10:00,267
2019-05-19 13:11:00,284
2019-05-19 13:12:00,279
2019-05-19 13:13:00,280
2019-05-19 13:14:00,274
2019-05-19 13:15:00,262
2019-05-19 13:16:00,260
2019-05-19 13:17:00,273
2019-05-19 13:18:00,275
2019-05-19 13:19:00,278
2019-05-19 13:20:00,263
2019-05-19 13:21:00,264
2019-05-19 13:22:00,256
2019-05-19 13:23:00,281
2019-05-19 13:24:00,284
2019-05-19 13:25:00,275
2019-05-19 13:26:00,262
2019-05-19 13:27:00,265
2019-05-19 13:28:00,253
2019-05-19 13:29:00,286
2019-05-19 13:30:00,280
2019-05-19 13:31:00,274
2019-05-19 13:32:00,266
2019-05-19 13:33:00,261
2019-05-19 13:34:00,259
2019-05-19 13:35:00,281
2019-05-19 13:36:00,280
2019-05-19 13:37:00,267
2019-05-19 13:38:00,256
2019-05-19 13:39:00,254
2019-05-19 13:40:00,263
2019-05-19 13:41:00,281
2019-05-19 13:42:00,278
2019-05-19 13:43:00,273
2019-05-19 13:44:00,269
2019-05-19 13:45:00,263
2019-05-19 13:46:00,261
2019-05-19 13:47:00,283
2019-05-19 13:48:00,285
2019-05-19 13:49:00,275
2019-05-19 13:50:00,263
2019-05-19 13:51:00,252
2019-05-19 13:52:00,223
2019-05-19 13:53:00,280
2019-05-19 13:54:00,284
2019-05-19 13:55:00,281
2019-05-19 13:56:00,267
2019-05-19 13:57:00,261
2019-05-19 13:58:00,262
2019-05-19 13:59:00,271
2019-05-19 14:00:00,281
2019-05-19 14:01:00,281
2019-05-19 14:02:00,268
2019-05-19 14:03:00,264
2019-05-19 14:04:00,262
2019-05-19 14:05:00,222
2019-05-19 14:06:00,282
2019-05-19 14:07:00,283
2019-05-19 14:08:00,266
2019-05-19 14:09:00,257
2019-05-19 14:10:00,261
2019-05-19 14:11:00,259
2019-05-19 14:12:00,282
2019-05-19 14:13:00,287
2019-05-19 14:14:00,282
2019-05-19 14:15:00,261
2019-05-19 14:16:00,257
2019-05-19 14:17:00,253
2019-05-19 14:18:00,275
2019-05-19 14:19:00,285
2019-05-19 14:20:00,279
2019-05-19 14:21:00,263
2019-05-19 14:22:00,270
2019-05-19 14:23:00,264
2019-05-19 14:24:00,267
2019-05-19 14:25:00,286
2019-05-19 14:26:00,281
2019-05-19 14:27:00,268
2019-05-19 14:28:00,261
2019-05-19 14:29:00,262
2019-05-19 14:30:00,268
2019-05-19 14:31:00,250
2019-05-19 14:32:00,284
2019-05-19 14:33:00,266
2019-05-19 14:34:00,268
2019-05-19 14:35:00,259
2019-05-19 14:36:00,262
2019-05-19 14:37:00,277
2019-05-19 14:38:00,281
2019-05-19 14:39:00,279
2019-05-19 14:40:00,266
2019-05-19 14:41:00,261
2019-05-19 14:42:00,259
2019-05-19 14:43:00,283
2019-05-19 14:44:00,284
2019-05-19 14:45:00,284
2019-05-19 14:46:00,262
2019-05-19 14:47:00,266
2019-05-19 14:48:00,253
2019-05-19 14:49:00,267
2019-05-19 14:50:00,267
2019-05-19 14:51:00,288
2019-05-19 14:52:00,266
2019-05-19 14:53:00,256
2019-05-19 14:54:00,260
2019-05-19 14:55:00,263
2019-05-19 14:56:00,277
2019-05-19 14:57:00,283
2019-05-19 14:58:00,267
2019-05-19 14:59:00,271
2019-05-19 15:00:00,257
2019-05-19 15:01:00,266
2019-05-19 15:02:00,283
2019-05-19 15:03:00,284
2019-05-19 15:04:00,277
2019-05-19 15:05:00,225
2019-05-19 15:06:00,253
2019-05-19 15:07:00,255
2019-05-19 15:08:00,280
2019-05-19 15:09:00,279
2019-05-19 15:10:00,268
2019-05-19 15:11:00,266
2019-05-19 15:12:00,264
2019-05-19 15:13:00,267
2019-05-19 15:14:00,279
2019-05-19 15:15:00,279
2019-05-19 15:16:00,284
2019-05-19 15:17:00,261
2019-05-19 15:18:00,266
2019-05-19 15:19:00,260
2019-05-19 15:20:00,273
2019-05-19 15:21:00,284
2019-05-19 15:22:00,282
2019-05-19 15:23:00,266
2019-05-19 15:24:00,268
